instruction,input,output
"You are a Rig Supervisor working at an oil and gas offshore drilling operation. Your company is currently on a drilling campaign and you are the on-site Drilling Engineer (DE). As a DE, one of your jobs is to oversee the operations at the drilling rigs. As such, you know the ins and outs of the operation, down to the hourly activities. Every day, activities are recorded either by the Driller, Mud Logger, MWD / LWD engineer or the Drilling Operations Coordinator throughout the day. As a DE representative for your company, you are required to prepare the 24-hour summary for the Daily Drilling Report (DDR) based on the hourly activities reported. You must always maintain the language of report along with the terminologies and mnemonics of the Drilling Engineer. 
Given the following activities for well NO 15/9-F-1 C on 2014-04-21, please prepare the 24-hour summary for the Daily Drilling Report (DDR).
Only return the 24-hour summary, and nothing else.
","00:00 - 00:45: Pressure tested kill wing valve cap to 35/345 bar for 5/15 min using AWS pump. Good test. Meanwhile continued packing w/l equipment for backload.
00:45 - 01:30: Finalized and signed handover documentation. Well f-1 c handed over to production at 01 30 hrs. Last report on f-1 c continue reporting on f-99 for final de-mob
",P/t kill wing cap to 35/345 bar 5/15 min. Well f-1 c handed over to production at 01 30 hrs.
"You are a Rig Supervisor working at an oil and gas offshore drilling operation. Your company is currently on a drilling campaign and you are the on-site Drilling Engineer (DE). As a DE, one of your jobs is to oversee the operations at the drilling rigs. As such, you know the ins and outs of the operation, down to the hourly activities. Every day, activities are recorded either by the Driller, Mud Logger, MWD / LWD engineer or the Drilling Operations Coordinator throughout the day. As a DE representative for your company, you are required to prepare the 24-hour summary for the Daily Drilling Report (DDR) based on the hourly activities reported. You must always maintain the language of report along with the terminologies and mnemonics of the Drilling Engineer. 
Given the following activities for well NO 15/9-F-1 C on 2014-11-27, please prepare the 24-hour summary for the Daily Drilling Report (DDR).
Only return the 24-hour summary, and nothing else.
","09:00 - 11:00: Removed scaffolding in the moonpool. Prepared for skidding cantiliver.
11:00 - 14:30: Skidded cantiliver from f-12 to f-1.
14:30 - 18:00: Built scaffolding in the moonpool and prepared WL equipment for rigging up. Meanwhile f-1 handed over from production department to d&w.
18:00 - 20:30: Changed well hatch with wireline hatch. Contacted production operator and bled off XMT cross to 0 bar prior and r/u chicksan manifold on XMT.
20:30 - 20:45: Held toolbox talk prior to start rigging on well.
20:45 - 22:45: Removed top cap and rigged up lower riser using tugger. Installed BOP and connected hoses. Perfomed function test of BOP.
22:45 - 00:00: Production operator filled lower riser section up to BOP with MEG and leak tested same. Prepared for installing upper riser section.
",Well handed over from production department to d&w. Started to rig up WL equipment on well.
"You are a Rig Supervisor working at an oil and gas offshore drilling operation. Your company is currently on a drilling campaign and you are the on-site Drilling Engineer (DE). As a DE, one of your jobs is to oversee the operations at the drilling rigs. As such, you know the ins and outs of the operation, down to the hourly activities. Every day, activities are recorded either by the Driller, Mud Logger, MWD / LWD engineer or the Drilling Operations Coordinator throughout the day. As a DE representative for your company, you are required to prepare the 24-hour summary for the Daily Drilling Report (DDR) based on the hourly activities reported. You must always maintain the language of report along with the terminologies and mnemonics of the Drilling Engineer. 
Given the following activities for well NO 15/9-F-1 C on 2014-11-28, please prepare the 24-hour summary for the Daily Drilling Report (DDR).
Only return the 24-hour summary, and nothing else.
","00:00 - 01:00: Lowered upper riser section and connected same. Meanwhile altus and halliburton tested tools on pipe deck.
01:00 - 01:30: Held prejob meeting. Reviewed operation and procedure for logging well.
01:30 - 02:00: Drilling had som issues with elevator. Fixed prior to start building lubricator.
02:00 - 04:15: Built lubricator on drill floor horizontally. Connected sheave wheel to spreader beam in top drive and lifted lubricator into vertical position. Meanwhile tested halliburton tools on pipe deck.
04:15 - 04:35: Held toolbox talk prior to install BHA into lubricator.
04:35 - 06:00: M/u BHA tractor and PLT/RST toolstring and installed same into lubricator. Stabbed lubricator and started filling rig up with MEG used production MEG pump.
06:00 - 07:15: Leak tested RU to 20/345 bar 5 min.
07:15 - 07:45: Waited on production for pumping MEG for equalizing pressure above DHSV.
07:45 - 08:45: Production pumped 10 m3 MEG and equalized pressure above DHSV.
08:45 - 08:50: Opened SV. Siwhp 62 bar.
08:50 - 09:15: RIH BHA tractor and PLT/RST toolstring from surface to 500 m.
09:15 - 09:40: Schlumberger checked PLT/RST tools.
09:40 - 12:40: Continued RIH to 2925 m. Meanwhile held well control drill, lost air supply to grease injection skid. Held debrief. Depth p/u weight 500 m 1100 lbs 1000 m 1730 lbs 1500 m 2450 lbs 2000 m 3050 lbs 2500 m 3900 lbs
12:40 - 13:00: Correlated depth across intervall 2925 m to 2800 m.
13:00 - 13:50: Calibrated spinner at 10, 20 and 30 m/min in interval 2925 m to 2800 m.
13:50 - 14:05: Continued RIH to 3101 m, not able to get deeper by gravity.
14:05 - 14:15: Pulled up to 3075 m and activated tractor.
14:15 - 15:40: Continued RIH from 3075 m to 3640 m with tractor. Depth p/u weight 3000 m 4200 lbs 3500 m 4450 lbs stopped at 3640 to perform correlation pass.
15:40 - 16:15: Pulled up from 3640 to 3523 and correlated. Observed challenge in reading CCL and porosity for correlation.
16:15 - 16:25: Powered down logging tools and switched to tractor. Powered up tractor.
16:25 - 17:00: Started tractor and RIH from 3523 to 3931 m. Observed high current draw from tractor, indicating tractor stalling out. Had normal PW at 3931 m which was hud.
17:00 - 17:30: Defined 3931 as hud. Depth was 42 m shallower than stated in program. OK to proceed.
17:30 - 18:25: Logged sigma pass from 3931 m up to 3475 m at 10 m/min.
18:25 - 18:40: Powered down logging tools and switched to tractor. Powered up tractor.
18:40 - 19:30: Started tractor and RIH to 3795 m using tractor.
19:30 - 20:10: Switched back to schlumberger to perform IC pass.
20:10 - 23:20: Started IC pass pulling 0,5 m/min from 3785 up to 3480 m according to program. Meanwhile performed well control drill leak below BOP.
23:20 - 23:45: Stopped at 3660 m. Observed cable speed ocasionally jumping between 0,2-2 m/min. Challenging to keep steady speed. Discussed with petec to keep speed as close as possible to 0,5 m/min. OK to proceed.
23:45 - 00:00: Continued to log IC pass from 3660 to 3480 m at 0,5 m/min.
",Completetd rigging up WL equipment. Installed tractor PLT/RST toolstring. Performed sigma pass from 3949-3480 m. Logged IC pass from 3785 to 3660 m.
"You are a Rig Supervisor working at an oil and gas offshore drilling operation. Your company is currently on a drilling campaign and you are the on-site Drilling Engineer (DE). As a DE, one of your jobs is to oversee the operations at the drilling rigs. As such, you know the ins and outs of the operation, down to the hourly activities. Every day, activities are recorded either by the Driller, Mud Logger, MWD / LWD engineer or the Drilling Operations Coordinator throughout the day. As a DE representative for your company, you are required to prepare the 24-hour summary for the Daily Drilling Report (DDR) based on the hourly activities reported. You must always maintain the language of report along with the terminologies and mnemonics of the Drilling Engineer. 
Given the following activities for well NO 15/9-F-1 C on 2014-11-29, please prepare the 24-hour summary for the Daily Drilling Report (DDR).
Only return the 24-hour summary, and nothing else.
","00:00 - 03:45: Continued to log IC pass from 3650 to 3480 m. Still some challenge to keep cable speed steady at 0,5 m/min. WHP 74 bar.
03:45 - 04:15: Completed 1st IC pass. Powered down tool and switched to tractor.
04:15 - 04:45: RIH with tractor from 3480 m 3795 m for second IC pass.
04:45 - 05:10: Powered down tractor and switched line to schlumberger. Powered up logging tools.
05:10 - 06:00: Started 2nd IC pass from 3785 m up to 3480 m at 0,5 m/min. WHP 80 bar.
06:00 - 12:45: Continued logging IC pass from 3785 m to 3480 m at 0,5 m/min. Activated tractor.
12:45 - 13:45: Tractored down to 3790 m at approx 11 m/min. Powered down tractor and switched to logging mode.
13:45 - 21:50: Logged 3rd IC pass from 3785 m up to 3474 m at 0,5 m/min.
21:50 - 22:20: Powered down logging tools and switched to tractor. Powered up tractor.
22:20 - 23:05: Started tractor and RIH from 3474 to 3931 m to perform additional PLT shut in passes. WHP 83 bar.
23:05 - 23:15: Powered down tractor and switched line to schlumberger. Powered up logging tools.
23:15 - 23:40: Pulled up with logging tools from 3931 m to 3474 m at speed 20 m/min. Had PW at 39
23:40 - 23:45: Powered down logging tools and switched to tractor. Powered up tractor.
23:45 - 00:00: Started tractor and RIH from 3474 to 3931 m to perform last additional PLT shut in pass. Meanwhile discussed a tight spot observed on x/y caliper from 3914 to 3919 m. The smalles reading was 4,2"" id on x/y caliper.
",Logged three IC passes and started additional PLT shut in passes.
"You are a Rig Supervisor working at an oil and gas offshore drilling operation. Your company is currently on a drilling campaign and you are the on-site Drilling Engineer (DE). As a DE, one of your jobs is to oversee the operations at the drilling rigs. As such, you know the ins and outs of the operation, down to the hourly activities. Every day, activities are recorded either by the Driller, Mud Logger, MWD / LWD engineer or the Drilling Operations Coordinator throughout the day. As a DE representative for your company, you are required to prepare the 24-hour summary for the Daily Drilling Report (DDR) based on the hourly activities reported. You must always maintain the language of report along with the terminologies and mnemonics of the Drilling Engineer. 
Given the following activities for well NO 15/9-F-1 C on 2014-11-30, please prepare the 24-hour summary for the Daily Drilling Report (DDR).
Only return the 24-hour summary, and nothing else.
","00:00 - 00:20: Continued to tractor down to 3931 m. WHP 83 bar.
00:20 - 00:25: Powered down tractor and switched line to schlumberger. Powered up logging tools.
00:25 - 01:15: Logged up from 3931 to 3478 m at speed 30 m/min. Started at 20 m/min, to avoid pulling PLT spinner to fast through restriction area at approx 3915 m.
01:15 - 02:15: Parked tool at 3480 m according to program. Schlumberger upladed files to interact. Production started to prepare unisolation of PWV and prepared for beaning up well.
02:15 - 02:30: Held toolbox talk prior to start beaning up the well.
02:30 - 03:00: Production completed unisolation plan of PWV. WHP 83 bar.
03:00 - 03:15: Equalized PWV using hose from KW over to production line. Opened PWV. Meanwhile schlumberger powered up logging tools to monitor downhole.
03:15 - 06:00: Production beaned up well in steps obtain stable well flow. Started at 36 choke and increased in steps up to 100 Observed pressure dropping from 83 to 4 bar, well stopped flowing.
06:00 - 09:00: Attempted to flow the well. Had well on test separator against as low pressure as possible meanwhile discussed further operation. WHP 6,5 bar.
09:00 - 13:30: Attempted to flow the well. Had well on test separator against as low pressure as possible. WHP 6,5 bar.
13:30 - 20:00: Decision made to close in well on choke to let pressure build up. WHP increased from 6,5 to 54 bar. Meanwhile discussed possiblities for further operation.
20:00 - 22:50: Decided to attempt to pump available nitrogen on rig, to start up well flowing the well. Production department lined up from nitrogen racks. Hooked up on wellhead on killwing manifold. Emptied 4 nitrogen racks. Was able to increse WHP from 54 bar. Meanwhile schlumberger performed stationary logging.
22:50 - 23:05: Equalized PWV. Production department opened choke at 100 took 7 min from 0 to 100 WHP dropped from 68 to 4 bar.
23:05 - 00:00: Held choke 100 open and observed well.
",Completed additional PLT shut in passes. Attempted to bean up well without success. Waiting for well to flow.
"You are a Rig Supervisor working at an oil and gas offshore drilling operation. Your company is currently on a drilling campaign and you are the on-site Drilling Engineer (DE). As a DE, one of your jobs is to oversee the operations at the drilling rigs. As such, you know the ins and outs of the operation, down to the hourly activities. Every day, activities are recorded either by the Driller, Mud Logger, MWD / LWD engineer or the Drilling Operations Coordinator throughout the day. As a DE representative for your company, you are required to prepare the 24-hour summary for the Daily Drilling Report (DDR) based on the hourly activities reported. You must always maintain the language of report along with the terminologies and mnemonics of the Drilling Engineer. 
Given the following activities for well NO 15/9-F-1 C on 2014-12-01, please prepare the 24-hour summary for the Daily Drilling Report (DDR).
Only return the 24-hour summary, and nothing else.
","00:00 - 08:00: Held choke 100 and observed well. WHP steady at 6,4 bar. Pulled up 5 meters every hour.
08:00 - 10:00: Discussed way forward with petec. Meanwhile held choke open and monitored well.
10:00 - 13:00: Decision made to POOH with PLT string. POOH from 3459 m to surface while logging x/y caliper.
13:00 - 14:30: Closed choke and PWV. WHP 6,4 bar. Closed SV and HMV. Pressured up XMT cross via kill wing up to 100 bar. Purged lubricator with nitrogen.
14:30 - 14:45: Held toolbox talk prior to l/d BHA#1.
14:45 - 16:00: Broke lubricator and l/d BHA tractor and PLT/RST toolstring.
16:00 - 19:00: Pulled out cable and re-built cable head from 3/3 WP to 100 WP. Meanwhile erected scaffolding at drill floor for installing long perforation gun.
19:00 - 21:25: Tested and calibrated tarctor and perforation tools through new cable head.
21:25 - 21:50: Held toolbox talk for installing perforating guns in lubricator. Reviewed perforating procedure.
21:50 - 22:55: Installed tractor in lubricator. Filled 80 litres of 50/50 MEG/RX-72 in lubricator. Stabbed lubricator and tested lower QTS to 20/345 bar for 5/10 min.
22:55 - 00:00: Disconnected upper QTS and started to install perforating guns.
",Waited for well to flow. Decided to POOH with PLT/RST. Made up perforation BHA and installed same into lubricator.
"You are a Rig Supervisor working at an oil and gas offshore drilling operation. Your company is currently on a drilling campaign and you are the on-site Drilling Engineer (DE). As a DE, one of your jobs is to oversee the operations at the drilling rigs. As such, you know the ins and outs of the operation, down to the hourly activities. Every day, activities are recorded either by the Driller, Mud Logger, MWD / LWD engineer or the Drilling Operations Coordinator throughout the day. As a DE representative for your company, you are required to prepare the 24-hour summary for the Daily Drilling Report (DDR) based on the hourly activities reported. You must always maintain the language of report along with the terminologies and mnemonics of the Drilling Engineer. 
Given the following activities for well NO 15/9-F-1 C on 2014-12-02, please prepare the 24-hour summary for the Daily Drilling Report (DDR).
Only return the 24-hour summary, and nothing else.
","00:00 - 01:05: Continued to install perforating guns. Installed firring head and stabbed lubricator. Tested upper QTS to 20/345 bar for 5/10 min. Toolstring weight 3300 lbs in lubricator.
01:05 - 01:25: Opened HMV. WHP 54 bar. Equalized lubricator through kill wing manifold. Opened SV and RIH.
01:25 - 02:15: RIH w/bha from surface to 500 m.
02:15 - 02:35: Halliburton checked connection with tool and correlated depth through DHSV.
02:35 - 03:15: Continued to RIH with BHA tractor and perforating guns. Tried to increase speed to 35 m/min. Observed grease pump started pumping and decided to slow down speed to 30 m/min.
03:15 - 05:20: Continued to RIH from 1500 m to 3080 m. Observed high tension on surface. MAX tension observed was 9000 lbs. RIH in 100 m steps from 3000 m. Stopped at 3080 m. Pulled up and attempted to pass by gravity. No-go. Had to start tractor.
05:20 - 06:00: Started tractor and continued to RIH in 100 meters steps using tractor. Pick up weight at 3200 m was 8400 lbs.
06:00 - 06:50: RIH wit tractor to 3290 m, performed pull test. PW 7500 lbs.
06:50 - 08:25: RIH at 100 m intervals and performed pull tests. 3490 m PW 8300 lbs 3590 m PW 9500 lbs
08:25 - 09:00: Stopped at 3600 m, had to pull over 50 of cable strenght. Evaluated situation.
09:00 - 09:55: Evaluated situation, had meeting with onshore. Decided to POOH, had PW at 10 100 lbs before BHA moved, had head tension at 1350 lbs. Continued to POOH at 5 m/min, logged head tension. Depth p/u weight head tension 3590 m 9200 lbs 2060 lbs 3550 m 8300 lbs 2009 lbs 3500 m 7700 lbs 1904 lbs 3450 m 7600 lbs 1820 lbs 3400 m 7250 lbs 1740 lbs meanwhile evaluated situation with onshore.
09:55 - 12:30: Continued POOH to surface.
12:30 - 14:05: OOH, closed SV and inflow tested. Closed HMV and inflow tested. Siwhp 69 bar. Bleed down pressure in lubricator and flushed same with nitrogen.
14:05 - 14:20: Helt toolbox talk prior to l/d perforation guns.
14:20 - 14:45: Waited on production department for measuring benzene.
14:45 - 15:00: Measured 106 ppm benzene inside lubricator. Measured no benzene in work area for personnel.
15:00 - 16:35: Laid down perforation guns and tractor.
16:35 - 19:45: Decision made to split perforation run in two separate runs due to heavy guns. Prepared tractor and perforation guns for next run.
19:45 - 20:00: Held toolbox talk for installing new perfoartion gun.
20:00 - 20:30: Installed tractor and shorter perforation gun into lubricator. Filled riser with 120 litres og 50/50 MEG/RX-72.
20:30 - 21:40: Checked fireing head and it was not within acceptance criteria. Changed fireing head.
21:40 - 23:10: Connected tractor to perforation guns. Stabbed lubricator and leak tested lower QTS to 20/345 bar for 5/10 min. Opened HMV. WHP 78 bar. Equalized lubricator via kill wing. Opened SV.
23:10 - 23:30: RIH with BHA tractor and short perforation gun from surface to 500 meters.
23:30 - 00:00: Halliburton performed communication check and correlated depth in DHSV.
",Installed long perfoartion guns. Had to POOH with long perforation guns due to tension above 50 of cable strength 150 above shooting depth. Decision made to split the perforation guns. RIH with shorter perforation gun.
"You are a Rig Supervisor working at an oil and gas offshore drilling operation. Your company is currently on a drilling campaign and you are the on-site Drilling Engineer (DE). As a DE, one of your jobs is to oversee the operations at the drilling rigs. As such, you know the ins and outs of the operation, down to the hourly activities. Every day, activities are recorded either by the Driller, Mud Logger, MWD / LWD engineer or the Drilling Operations Coordinator throughout the day. As a DE representative for your company, you are required to prepare the 24-hour summary for the Daily Drilling Report (DDR) based on the hourly activities reported. You must always maintain the language of report along with the terminologies and mnemonics of the Drilling Engineer. 
Given the following activities for well NO 15/9-F-1 C on 2014-12-03, please prepare the 24-hour summary for the Daily Drilling Report (DDR).
Only return the 24-hour summary, and nothing else.
","00:00 - 02:40: Continued to RIH from 500 m to 3097 meters. Toolstring stopped. Pulled up 50 meter and started tractor. Depth p/u weights 900 m 2900 lbs 1300 m 3400 lbs 1700 m 4100 lbs 2100 m 4550 lbs 2500 m 5500 lbs 2900 m 6200 lbs
02:40 - 03:55: RIH using tractor from 3050 to 3620 m. WHP 80 bar. Stopped for correlation across pup. Pick up weight 6000 lbs at 3300 m.
03:55 - 04:55: Pulled up and correlated across pup joint from 3582,9 to 3588,9 m. Adjusted depth by adding 3,4 meters. Continued to RIH from 3570 m to 3765 m using tractor and perform first correlation pass across perforation depth.
04:55 - 05:35: Pulled up with toolstring from 3765 to 3695 m, PW 7500 lbs, observed depth was slightly off at perforation depth. Added 1,2 meters. Started tractor and RIH to 3795 m.
05:35 - 07:30: Continued to RIH to 3795 m to correlate depth. Pulled up from 3795 m. Observed still off by 0,6 meters on reference joint at 3730,6m. Struggled to get depth within 0,5 meters due to heavy toolstring in deviated well combined with cable stretch. Performed additional correlation passes across perforation depth. Total 6 passes performed.
07:30 - 08:00: Performed final up pass and placed CCL at 3729,7 m with top shot at 3733 m. Lined up for fireing guns through altus safe sub. Perforated interval 3733 3742,6 m. Tenson dropped 100 lbs as the guns were detonaited. Observed approx 2 bar drop on DHPG. WHP 82,7 bar. Pulled slowly out of hole after perforation.
08:00 - 10:20: POOH with perforation string from 3660 m to surface. WHP 85 bar.
10:20 - 12:30: Closed SV and HMV and inflow tested same. Purged lubricator with n2.
12:30 - 12:45: Held toolbox talk prior to l/d tractor and perforation guns.
12:45 - 13:30: Broke lubricator and laid down tractor and perforating guns.
13:30 - 14:00: Redressed tractor and halliburton firing head.
14:00 - 16:00: Observed one strand at the 7/16"" cable almost broken. Unspooled 1450 m of cable to get cable within acceptable condition.
16:00 - 18:00: Re built cable head and tested same. 100 WP.
18:00 - 18:10: Held toolbox talk for installing BHA
18:10 - 21:05: Lifted tractor and installed same into lubricator. Installed perforation guns into lubricator. Connected firing head. Filled riser with 120 litre 50/50 MEG/RX-72. Stabbed lubricator and leak tested QTS to 20/345 bar for 5/10 min. Opened HMV. WHP 92 bar. Equalized across SV via kill wing and opened SV.
21:05 - 21:20: RIH w/bha tractor and short perforation gun from surface to 500 m. Stopped for correlating across DHSV. Meanwhile held debrief of previous correlation pass.
21:20 - 21:30: Halliburton performed communication check and correlated depth across DHSV.
21:30 - 00:00: Continued to RIH from 500 to 2900 m. WHP 92 bar. Depth p/u weight 500 m 2700 lbs 900 m 2950 lbs 1300 m 3400 lbs 1700 m 4050 lbs 2100 m 4650 lbs 2500 m 5450 lbs 2900 m 6600 lbs
","RIH with short perforation guns and perforated zone from 3733 to 3742,6 m. POOH with BHA#3. RIH with second short perforation gun."
"You are a Rig Supervisor working at an oil and gas offshore drilling operation. Your company is currently on a drilling campaign and you are the on-site Drilling Engineer (DE). As a DE, one of your jobs is to oversee the operations at the drilling rigs. As such, you know the ins and outs of the operation, down to the hourly activities. Every day, activities are recorded either by the Driller, Mud Logger, MWD / LWD engineer or the Drilling Operations Coordinator throughout the day. As a DE representative for your company, you are required to prepare the 24-hour summary for the Daily Drilling Report (DDR) based on the hourly activities reported. You must always maintain the language of report along with the terminologies and mnemonics of the Drilling Engineer. 
Given the following activities for well NO 15/9-F-1 C on 2014-12-04, please prepare the 24-hour summary for the Daily Drilling Report (DDR).
Only return the 24-hour summary, and nothing else.
","00:00 - 00:10: Continued to 3070 m. Toolstring stopped.
00:10 - 01:10: Pulled up 50 meters and started tractor. RIH using tractor from 3070 to 3310 m. Tractor stalled out. P/u weight at 3300 m was 6150 lbs.
01:10 - 01:30: Had to pull back up and RIH again. Was able to pass on second attempt. Continued to RIH.
01:30 - 02:30: RIH with tractor from 3310 to 3620 m. WHP 93,3 bar.
02:30 - 03:15: Correlated in short pup joint from 3582,9 to 3588,9 m. Adjusted depth by 3,4 m. Continued to RIH with tractor from 3570 to 3790 m to perform first correlation pass.
03:15 - 03:50: Correlated across perforation depth from 3790 to 3570 m, and verified correct depth. P/u weight was 8400 lbs when picking up from 3790 m. Observed much noise on the CCL, made it challeng to read clear CCL signals.
03:50 - 05:00: RIH with tractor to perform correlation pass across perforating interval from 3790 to 3700 m. Observed the joints in the perforating area was 1 meter off. RIH again and performed a new correlation pass. The joints was within 0,5 m tolerance.
05:00 - 06:00: Performed final correlation. Performed final up pass and placed top shot at 3715 and bottom shot at 3724,6. Lined up for firing guns through altus safe sub. Perforated interval 3715 3724,6 m. WHP 95,5 bar. Observed 250 lbs. Drop in tension, and approx. 2 bar drop on DHPG. Pulled slowly out of hole after perforation.
06:00 - 08:30: POOH w/bha tractor and short perforation gun from 3700m to surface.
08:30 - 09:50: OOH, closed SV and HMV. Inflow tested same. Flushed RU with n2. Siwhp 96 bar.
09:50 - 10:05: Held brief before LD BHA and perforating guns.
10:05 - 10:45: Lifted lubricator and LD BHA tractor and short perforation gun. All shots fired.
10:45 - 11:15: BHA on deck. Closed BOP and prepared for flowing well for cleanup. Observed bird nest of cable on top of cable head nest was loose on top of cable head). Inspected cable head and counted strands of wire coming out of cable head, counted 18 pieces. Inspected along cable and counted strands, could not find out where wire broke.
11:15 - 13:45: Production prepared for flowing well. Assisted production in opening HMV and equalize pressure over PWV.
13:45 - 14:15: Production prepared for flowing well.
14:15 - 15:30: Production opened up well for flowing, observed BHP dropping from 262 bar down to 250 bar as choke was opened. Got production shut down and well was closed in. Observed BHP increased from 250 bar to 271 bar.
15:30 - 16:30: STBY while production department opened for production again.
16:30 - 17:15: STBY while production department opened for production again. Drilling prepared at and SJA for LD lubricator on deck and remove scaffolding on rig floor.
17:15 - 18:00: STBY while production department opened for production again.
18:00 - 20:40: STBY while production department opened for production again. Meanwhile l/d lubricator and cut 7/16"" wire, found wire strand inside tool catcher.
20:40 - 00:00: Production opened up well for flowing. Observed BHP decreased from 268 bar to 259 bar. Siwhp 68 bar. FWHP dropped to 6 bar and increased and stabilized at FWHP 74 bar. Meanwhile pulled out and cut 7/16"" cable to find broken strands. Cut 2000 meter and still not able to find area with broken strands. 4200 meter 7/16 cable left on drum.
","RIH with tractor and perforated POOH to surface and l/d BHA#4. All shots fired. Observed bird nest of cable on top of cable head, and wire strands inside tool catcher. Started to flow well. Got production shut down and well was closed in. Started to flow well, seams to stabilize at high rate."
"You are a Rig Supervisor working at an oil and gas offshore drilling operation. Your company is currently on a drilling campaign and you are the on-site Drilling Engineer (DE). As a DE, one of your jobs is to oversee the operations at the drilling rigs. As such, you know the ins and outs of the operation, down to the hourly activities. Every day, activities are recorded either by the Driller, Mud Logger, MWD / LWD engineer or the Drilling Operations Coordinator throughout the day. As a DE representative for your company, you are required to prepare the 24-hour summary for the Daily Drilling Report (DDR) based on the hourly activities reported. You must always maintain the language of report along with the terminologies and mnemonics of the Drilling Engineer. 
Given the following activities for well NO 15/9-F-1 C on 2014-12-05, please prepare the 24-hour summary for the Daily Drilling Report (DDR).
Only return the 24-hour summary, and nothing else.
","00:00 - 06:00: Flowed well to stabilize pressure and rate. FWHP approx. 75 bar. BHP approx. 258 bar. Meanwhile decided that 7/16"" cable cannot be used in well. Prepared 5/16"" cable.
06:00 - 10:00: Flowed well to stabilize pressure and rate. FWHP approx. 75 bar. BHP approx. 257 bar. Meanwhile petek decided not to run PLT. Started to RD WL equipment, spooled cable back to drum. RD WL winch.
10:00 - 13:50: Flowed well to stabilize pressure and rate. FWHP approx. 75 bar. BHP approx. 257 bar. Meanwhile continued RD WL equipment.
13:50 - 14:45: Flowed well to stabilize pressure and rate. FWHP approx. 75 bar. BHP approx. 257 bar. Meanwhile waited for crane.
14:45 - 14:50: Production closed in well. BHP 257 bar and WHP 73 bar.
14:50 - 16:25: Closed HMV and inflow tested same. With 80 bar diff. Pressure. Continued RD WL equipment.
16:25 - 19:25: Opened HMV and closed DHSV. Bled pressure over DHSV to 10 bar. Inflow tested DHSV with 80 bar diff. Pressure. Pressure increased 0,6 bar on 30 min.
19:25 - 20:45: Waited for crane.
20:45 - 21:00: Performed brief prior to lift and break riser, l/d lubricator.
21:00 - 00:00: Lift and l/d riser and lubricator.
",Flowed well to stabilize pressure and rate. Decided to r/d WL equipment. Production closed in well. Inflow tested HMV and DHSV. R/d WL equipment.
"You are a Rig Supervisor working at an oil and gas offshore drilling operation. Your company is currently on a drilling campaign and you are the on-site Drilling Engineer (DE). As a DE, one of your jobs is to oversee the operations at the drilling rigs. As such, you know the ins and outs of the operation, down to the hourly activities. Every day, activities are recorded either by the Driller, Mud Logger, MWD / LWD engineer or the Drilling Operations Coordinator throughout the day. As a DE representative for your company, you are required to prepare the 24-hour summary for the Daily Drilling Report (DDR) based on the hourly activities reported. You must always maintain the language of report along with the terminologies and mnemonics of the Drilling Engineer. 
Given the following activities for well NO 15/9-F-1 C on 2014-12-06, please prepare the 24-hour summary for the Daily Drilling Report (DDR).
Only return the 24-hour summary, and nothing else.
","00:00 - 01:00: Spooled inn hydr hoses and BOP hoses. Tidy drill floor.
01:00 - 04:00: R/d BOP, lower riser, chiksan and hoses on well head. Installed blind cap on KWV.
04:00 - 05:20: Prepared pressure control equipment for backload.
05:20 - 06:00: Filled XT-CROSS and leak tested top cap and KVW blind cap to 20/345 bar 5/10 min.
06:00 - 06:30: Inflow tested SV with 130 bar diff pressure, monitored pressure on top cap.
06:30 - 07:00: Bled of pressure in XT cross. Disconnected leak test hose from XT.
07:00 - 07:45: Checked XT valve status. Handed well over om. Ended operation on well
07:45 - 12:00: Continued preparing WL equipment for backload.
12:00 - 18:00: Cleaned and tidy pipe deck. Prepared remaining WL equipment for backload. Finished demobilize. end of operation
",R/d WL equipment. Leak tested XT-TREE valves. Handed well over om. Prepared WL equipment for backload. Finished demobilize. End of operation
